,Unnamed: 0,individual_wikidata_id,productive_year,decade,individual_name,score,region_name,count_works
2134,28345,Q12338494,1855.0,1860,Søren Bloch Thrige,14,Nordic countries,1.0
2135,28360,Q63307147,1863.0,1860,Annie Raine Ellis,12,United Kingdom,0.0
2136,28385,Q84561748,1851.0,1850,Adolphe Francois Monfallet,8,France,0.0
2137,28392,Q68738834,1866.0,1870,Herbert Decimus Geldart,2,United Kingdom,0.0
2138,28402,Q11729137,1841.0,1840,Julian Zawodziński,5,Eastern Europe,0.0
2139,28409,Q52154963,1859.0,1860,Pierre Pilon,3,France,0.0
2140,28411,Q68987,1856.0,1860,Heinrich Landesmann,32,Eastern Europe,4.0
2141,28441,Q29265058,1820.0,1820,Josef Černý,4,Eastern Europe,0.0
2142,28442,Q12362771,1863.0,1860,Friedrich Nikolai Russow,14,Eastern Europe,2.0
2143,28466,Q3085875,1813.0,1810,François-Séraphin Delpech,46,France,83.0
2144,28470,Q3120195,1854.0,1850,Guillaume Tiberghien,23,Low countries,0.0
2145,28474,Q20733465,1812.0,1810,John James,7,United Kingdom,0.0
2146,28496,Q5498620,1839.0,1840,Frederick Richard Say,24,United Kingdom,23.0
2147,28510,Q743998,1847.0,1850,Louis Dorus,17,France,0.0
2148,28516,Q5999961,1856.0,1860,Fredrik Wilhelm Mäklin,18,Nordic countries,0.0
2149,28536,Q18546499,1848.0,1850,Anton Wallerstein,27,France,0.0
2150,28544,Q4350756,1856.0,1860,Berndt Otto Schauman,16,Nordic countries,0.0
2151,28548,Q12315401,1839.0,1840,Hans Jensen,1,Nordic countries,0.0
2152,28564,Q3173646,1842.0,1840,Jean Gilbert Murat,15,France,1.0
2153,28601,Q3514992,1871.0,1870,Tancrède Abraham,28,France,4.0
2154,28604,Q5707282,1829.0,1830,Jon Ulrik Ekmarck,8,Nordic countries,1.0
2155,28611,Q19799389,1841.0,1840,Aleksandr Nevostruyev,2,Eastern Europe,0.0
2156,28615,Q17249002,1856.0,1860,Honorata Zapová,16,Eastern Europe,0.0
2157,28622,Q20006561,1843.0,1840,Ruggero Manna,18,Italy,1.0
2158,28626,Q289177,1816.0,1820,Étienne-Jean Delécluze,76,France,8.0
2159,28634,Q28833040,1823.0,1820,Cornelius Sherlock,2,United Kingdom,0.0
2160,28650,Q21463632,1865.0,1860,Peter Deakin,7,United Kingdom,0.0
2161,28660,Q3189448,1847.0,1850,Julien Daillière,11,France,0.0
2162,28664,Q9250548,1846.0,1850,Edmund Wasilewski,20,Eastern Europe,4.0
2163,28674,Q14972207,1872.0,1870,František Tonner,7,Eastern Europe,0.0
2164,28678,Q28203057,1808.0,1810,Thomas Jackson,1,United Kingdom,0.0
2165,28683,Q40395455,1847.0,1850,Josef Václav Mysliveček,6,Eastern Europe,0.0
2166,28703,Q5217417,1860.0,1860,Daniel Hanbury,34,United Kingdom,7.0
2167,28731,Q3697708,1871.0,1870,Cristoforo Marzaroli,6,Italy,5.0
2168,28737,Q871226,1812.0,1810,József Csehy,1,Eastern Europe,0.0
2169,28740,Q50349527,1859.0,1860,Gustaf Wahlbom,13,Nordic countries,0.0
2170,28744,Q256991,1855.0,1860,Émile Augier,73,France,17.0
2171,28777,Q18671934,1823.0,1820,John Duncan King,12,United Kingdom,1.0
2172,28789,Q110110474,1844.0,1840,Carlo Venturini,10,Italy,0.0
2173,28792,Q6845692,1864.0,1860,Mikalojus Akelaitis,20,France,0.0
2174,28796,Q376342,1842.0,1840,Étienne Mélingue,20,France,2.0
2175,28826,Q2937530,1845.0,1840,Pietro Ivaldo,8,Italy,0.0
2176,28895,Q4661942,1824.0,1820,Aaron Crossley Hobart Seymour,17,United Kingdom,0.0
2177,28898,Q17361116,1863.0,1860,Antoon Francois Heyligers,16,Low countries,6.0
2178,28903,Q3084387,1842.0,1840,François Debon,16,France,3.0
2179,28916,Q327944,1826.0,1830,John Curtis,36,United Kingdom,2.0
2180,28926,Q18528206,1822.0,1820,Justin Theodore Vulliamy,4,United Kingdom,0.0
2181,28927,Q12271764,1860.0,1860,Anastas Granitski,1,Eastern Europe,0.0
2182,28935,Q21464281,1809.0,1810,William Beetham,3,United Kingdom,0.0
2183,28944,Q342145,1860.0,1860,Đuro Daničić,39,Eastern Europe,0.0
2184,28955,Q717076,1874.0,1870,Georges Leclanché,12,France,0.0
2185,28960,Q21289398,1852.0,1850,Lodewijk Johannes Kleijn,19,Low countries,9.0
2186,29014,Q18508179,1859.0,1860,Frans Arnold Breuhaus de Groot,22,Low countries,6.0
2187,29017,Q109886331,1828.0,1830,Jacques Christophe Paul Balat,2,France,0.0
2188,29051,Q2984651,1837.0,1840,Yuriy Venelin,27,Eastern Europe,0.0
2189,29073,Q41331927,1850.0,1850,Arie Ketting de Koningh,13,Low countries,0.0
2190,29084,Q4245822,1830.0,1830,Pawel Kukolnik,15,Eastern Europe,0.0
2191,29099,Q2303850,1867.0,1870,Jules Lachelier,42,France,1.0
2192,29106,Q1405302,1815.0,1820,Ferdinand Gasse,16,Italy,0.0
2193,29110,Q8009417,1865.0,1860,William Frederick de Haes,17,Low countries,2.0
2194,29131,Q3579809,1837.0,1840,Édouard Desplechin,17,France,0.0
2195,29151,Q7792597,1873.0,1870,Thomas Mower Martin,25,United Kingdom,3.0
2196,29155,Q485774,1843.0,1840,Henry Doubleday,17,United Kingdom,0.0
2197,29162,Q5727903,1834.0,1830,Peter Andreas Fenger,8,Nordic countries,0.0
2198,29169,Q15980566,1862.0,1860,Marie Magdalene Bull,7,Nordic countries,0.0
2199,29174,Q56035063,1829.0,1830,Abraham John Mason,8,United Kingdom,0.0
2200,29182,Q1293875,1852.0,1850,Edward Thomas Loseby,7,United Kingdom,0.0
2201,29185,Q6188270,1871.0,1870,Valdemar Stein,3,Nordic countries,0.0
2202,29201,Q21506245,1832.0,1830,John Bohler,4,United Kingdom,0.0
2203,29204,Q60280423,1851.0,1850,David Jacob Hamburger,1,Low countries,0.0
2204,29214,Q37914177,1865.0,1860,Antoine Jean Bail,15,France,0.0
2205,29219,Q46122949,1844.0,1840,Harvey Eginton,4,United Kingdom,0.0
2206,29226,Q61482803,1836.0,1840,Pietro Visalli,4,Italy,0.0
2207,29257,Q60847,1874.0,1870,Ludwig Mond,38,United Kingdom,0.0
2208,29269,Q19117007,1831.0,1830,Ludwig Melzer,6,Eastern Europe,0.0
2209,29297,Q20851330,1851.0,1850,Hortense Céline Rousselin-Corbeau de Saint-Albin,1,France,1.0
2210,29305,Q2959052,1873.0,1870,Charles Fernet,11,France,0.0
2211,29306,Q17333517,1861.0,1860,V. K. Shulʹt͡s,6,Eastern Europe,0.0
2212,29311,Q18576173,1856.0,1860,Frances Kortright,16,United Kingdom,12.0
2213,29319,Q167386,1851.0,1850,Charles Gavan Duffy,40,France,1.0
2214,29339,Q52693823,1873.0,1870,Ferdinando Brambilla,15,Italy,0.0
2215,29343,Q437167,1833.0,1830,Virginie Déjazet,25,France,0.0
2216,29350,Q21459254,1865.0,1860,Michele Renault,2,France,0.0
2217,29354,Q1948042,1849.0,1850,Moritz Rittinghausen,12,Low countries,0.0
2218,29358,Q58806,1866.0,1870,Heinrich Anton de Bary,58,France,17.0
2219,29360,Q110223962,1827.0,1830,Josef Klein,4,Eastern Europe,0.0
2220,29364,Q5723970,1848.0,1850,Henry John Carter,11,United Kingdom,2.0
2221,29368,Q57317759,1852.0,1850,Giovanni Simonetti,9,Italy,0.0
2222,29410,Q6141991,1825.0,1820,James Renwick,20,United Kingdom,1.0
2223,29426,Q908284,1811.0,1810,Imre Domin,2,Eastern Europe,0.0
2224,29481,Q6220933,1852.0,1850,John Bartholomew Gough,25,United Kingdom,0.0
2225,29485,Q18731749,1810.0,1810,John James McGregor,9,United Kingdom,0.0
2226,29501,Q5116406,1841.0,1840,Pieter Otto Coenraad Vorsselman de Heer,12,Low countries,0.0
2227,29509,Q12301394,1823.0,1820,Anders Faaborg Mülertz,2,Nordic countries,0.0
2228,29525,Q3750701,1839.0,1840,Francesco Stabile,11,Italy,0.0
2229,29541,Q5576645,1873.0,1870,Sophus Birket-Smith,23,Nordic countries,0.0
2230,29547,Q18279762,1831.0,1830,Kondraty Chaykovsky,1,Eastern Europe,0.0
2231,29555,Q11876014,1841.0,1840,Lionel Dietrichsen,1,United Kingdom,0.0
2232,29579,Q5697501,1836.0,1840,Anton Ortmann,14,Eastern Europe,0.0
2233,29582,Q1505052,1811.0,1810,Georg Koës,12,Nordic countries,0.0
2234,29624,Q20521106,1821.0,1820,Benedikt Vivat,1,Eastern Europe,0.0
2235,29636,Q110161428,1857.0,1860,Léon Remi Pilatte,3,France,0.0
2236,29647,Q89274362,1831.0,1830,Carl Winslow,6,Nordic countries,0.0
2237,29665,Q3093784,1865.0,1860,Gabriel Hugelmann,10,France,0.0
2238,29678,Q52148326,1853.0,1850,Jean Marc Dunant Vallier,8,France,0.0
2239,29680,Q4493306,1827.0,1830,Alexandra Fuchs,1,Eastern Europe,0.0
2240,29717,Q47486387,1836.0,1840,Gottfried Döring,13,Eastern Europe,0.0
2241,29720,Q966547,1874.0,1870,Léon Benett,56,France,0.0
2242,29736,Q7183722,1874.0,1870,Philip Henry Pye-Smith,13,United Kingdom,3.0
2243,29738,Q928193,1867.0,1870,Herbert Pernice,9,Eastern Europe,0.0
2244,29749,Q1684684,1843.0,1840,Jean-Baptiste Schacre,11,France,0.0
2245,29761,Q3083241,1836.0,1840,Adolphe Loève-Veimars,26,France,136.0
2246,29772,Q274223,1855.0,1860,Édouard Roche,27,France,0.0
2247,29789,Q110476273,1813.0,1810,Samuël Elias Stein,2,Low countries,0.0
2248,29793,Q5748960,1862.0,1860,Marius Gad,2,Nordic countries,0.0
2249,29817,Q2271674,1818.0,1820,Jacobus Hendricus van Reenen,13,Low countries,0.0
2250,29827,Q1773640,1833.0,1830,Christian Peder Bianco Boeck,22,Nordic countries,0.0
2251,29887,Q95440023,1849.0,1850,Friedrich Ströbel,4,Eastern Europe,0.0
2252,29905,Q873047,1874.0,1870,Viktor Csiky,2,Eastern Europe,0.0
2253,29938,Q537752,1864.0,1860,Rudolf Geschwind,21,Eastern Europe,10.0
2254,29943,Q28874010,1825.0,1820,John Pass,11,United Kingdom,11.0
2255,29958,Q568920,1867.0,1870,Léon Bazille Perrault,27,France,21.0
2256,29961,Q28088177,1837.0,1840,Bernard-Romain Julien,35,France,1.0
2257,29966,Q44632115,1859.0,1860,Charles Lange,8,France,0.0
2258,29975,Q5564042,1834.0,1830,Giovenale Vegezzi Ruscalla,13,Italy,0.0
2259,29986,Q21458604,1811.0,1810,Jean Baptiste Borely,9,France,1.0
2260,29990,Q110934157,1818.0,1820,Romain Monin,1,France,0.0
2261,29999,Q12017295,1819.0,1820,František Max Kníže,21,Eastern Europe,0.0
2262,30003,Q63341531,1849.0,1850,Claire Laloua,3,France,2.0
2263,30034,Q309722,1840.0,1840,Louis Auguste Blanqui,85,France,2.0
2264,30049,Q3442203,1826.0,1830,Rosalie Caron,10,France,4.0
2265,30058,Q4520596,1819.0,1820,Louis Charlemagne,2,Eastern Europe,0.0
2266,30089,Q5553212,1855.0,1860,Frederik Vilhelm Andersen,8,Nordic countries,0.0
2267,30125,Q6264972,1840.0,1840,John Wright,4,United Kingdom,0.0
2268,30138,Q37818823,1823.0,1820,Richard Dykes Alexander,14,United Kingdom,1.0
2269,30150,Q3809569,1809.0,1810,John Reeves,18,United Kingdom,0.0
2270,30165,Q5372392,1830.0,1830,Emily Taylor,18,United Kingdom,0.0
2271,30187,Q21288616,1853.0,1850,Célestin Joseph Blanc,11,France,1.0
2272,30197,Q16062885,1857.0,1860,Angelo Ribossi,14,Italy,0.0
2273,30201,Q2500217,1870.0,1870,Urban Schlönbach,10,Eastern Europe,0.0
2274,30215,Q362796,1843.0,1840,Petrus Jacobus Kipp,13,Low countries,0.0
2275,30220,Q56007529,1866.0,1870,Louise Vuichoud,3,France,0.0
2276,30255,Q55418491,1829.0,1830,John Sligo,1,United Kingdom,0.0
2277,30268,Q12351055,1825.0,1820,Károly Péterfi,7,Eastern Europe,0.0
2278,30272,Q15275368,1820.0,1820,Louis-Vincent-Léon Pallière,16,France,6.0
2279,30304,Q1685107,1825.0,1820,Jean-Noël Chevron,6,Low countries,0.0
2280,30313,Q25435338,1836.0,1840,Ole Øvre Richter,3,Nordic countries,0.0
2281,30319,Q19285480,1856.0,1860,Hermann Moritz Cossmann,14,France,2.0
2282,30323,Q22009230,1862.0,1860,Pierre Émile de Crisenoy,8,France,0.0
2283,30344,Q18117883,1856.0,1860,Ernest Serret,15,France,0.0
2284,30400,Q96015,1850.0,1850,Jacob Wiener,20,Low countries,0.0
2285,30414,Q17384242,1846.0,1850,Otto Tandefelt,4,Nordic countries,0.0
2286,30419,Q108682605,1849.0,1850,Coralie Ferey,6,France,1.0
2287,30426,Q19975387,1869.0,1870,Marcus Waterman,16,Italy,4.0
2288,30447,Q54280260,1850.0,1850,Nicholas Hanhart,6,United Kingdom,0.0
2289,30448,Q3561753,1873.0,1870,Vladimir Basargin,2,Eastern Europe,0.0
2290,30475,Q1233320,1806.0,1810,François-Frédéric Lemot,34,France,5.0
2291,30492,Q88207196,1845.0,1840,George Clement Boase,1,United Kingdom,0.0
2292,30495,Q38480338,1856.0,1860,Erhard,26,France,1.0
2293,30506,Q86835839,1832.0,1830,Carlo Latini,8,Italy,0.0
2294,30525,Q3166193,1848.0,1850,Jean-Jacques Bourassé,49,France,2.0
2295,30526,Q12886219,1823.0,1820,Christodoulos Klonaris,2,Eastern Europe,0.0
2296,30540,Q4246126,1838.0,1840,Ivan Kulzhinskīĭ,5,Eastern Europe,0.0
2297,30556,Q41255333,1855.0,1860,Johannes Adrianus Schultz,5,Low countries,0.0
2298,30609,Q464379,1865.0,1860,František Zdeněk Skuherský,28,Eastern Europe,0.0
2299,30623,Q561639,1824.0,1820,Faddey Bulgarin,43,Eastern Europe,2.0
2300,30627,Q3761989,1873.0,1870,Giacomo Bellacchi,16,Italy,0.0
2301,30632,Q87362732,1815.0,1820,Désirée de Pelleporc,5,France,0.0
2302,30643,Q5615265,1864.0,1860,Guglielmo de Sanctis,29,Italy,3.0
2303,30649,Q1383454,1867.0,1870,Nikiforos Lytras,22,Eastern Europe,4.0
2304,30691,Q24557541,1860.0,1860,William Harry Rogers,14,United Kingdom,0.0
2305,30707,Q18002255,1835.0,1840,Aimé Desgenevez,3,France,0.0
2306,30715,Q87451088,1863.0,1860,Giuseppe Madruzza,4,Italy,0.0
2307,30730,Q37605139,1866.0,1870,Pietro Senno,20,Italy,1.0
2308,30733,Q3620258,1844.0,1840,Antonio Tari,20,Italy,0.0
2309,30738,Q15121694,1836.0,1840,Maddalena Pelzet,4,Italy,0.0
2310,30749,Q687173,1856.0,1860,Christian Frederik Molbech,33,Nordic countries,0.0
2311,30768,Q88672781,1852.0,1850,August af Kullberg,6,Nordic countries,0.0
2312,30796,Q5568317,1843.0,1840,Peter Willemoes Becker,11,Nordic countries,0.0
2313,30811,Q95148876,1853.0,1850,František Mates,6,Eastern Europe,0.0
2314,30831,Q6307278,1856.0,1860,Julian Ivanovitsch Siemaschko,7,Eastern Europe,0.0
2315,30880,Q20733341,1871.0,1870,Jenkin Howell,5,United Kingdom,0.0
2316,30894,Q96650155,1870.0,1870,Ondřej Lokota,2,Eastern Europe,0.0
2317,30907,Q95115272,1855.0,1860,Emanuel Bondi,8,Eastern Europe,0.0
2318,30928,Q2462913,1810.0,1810,Adriaan Brock,5,Low countries,0.0
2319,30933,Q3770885,1835.0,1840,Giuseppe Manuzzi,28,Italy,0.0
2320,30947,Q110175873,1849.0,1850,Herrmann-Leon,2,France,0.0
2321,30954,Q89419032,1853.0,1850,Antoine Levet,2,France,2.0
2322,30963,Q4274467,1870.0,1870,Andrian Semyonovich Mazaraki,1,France,0.0
2323,30976,Q23902846,1811.0,1810,Theodor Johann von Middendorff,8,Eastern Europe,0.0
2324,30985,Q1561501,1854.0,1850,Sidonija Rubido,14,Eastern Europe,0.0
2325,30991,Q16704649,1858.0,1860,Ivan Lashnyukov,5,Eastern Europe,0.0
2326,31004,Q2360522,1835.0,1840,Anna Kern,22,Eastern Europe,0.0
2327,31030,Q21206160,1844.0,1840,Wilhelm Telschow,11,Eastern Europe,0.0
2328,31033,Q59074159,1823.0,1820,Embrik Bæra,5,Nordic countries,0.0
2329,31050,Q13427226,1866.0,1870,Antonín Mezník,9,Eastern Europe,0.0
2330,31081,Q4584480,1844.0,1840,Håvard Gibøen,10,Nordic countries,0.0
2331,31089,Q6197780,1851.0,1850,Wilhelm Erik Svedelius,23,Nordic countries,4.0
2332,31095,Q8015667,1813.0,1810,William Mineard Bennett,22,United Kingdom,0.0
2333,31110,Q3056831,1852.0,1850,Auguste Gendron,22,France,11.0
2334,31121,Q55074088,1859.0,1860,Joseph Antoine Wencker,3,France,0.0
2335,31125,Q18197645,1857.0,1860,Alphonse Le Roy,18,Low countries,1.0
2336,31147,Q95557014,1852.0,1850,Jan Nepomuk Kašťák,2,Eastern Europe,0.0
2337,31166,Q3185041,1830.0,1830,Joseph Guadet,31,France,0.0
2338,31178,Q5236289,1809.0,1810,David Laing,15,United Kingdom,0.0
2339,31186,Q17430456,1838.0,1840,Charles Saligo,7,Low countries,1.0
2340,31189,Q3750162,1810.0,1810,Francesco Ligorio,1,Italy,0.0
2341,31196,Q18197568,1810.0,1810,Edmond Géraud,16,France,0.0
2342,31199,Q82780567,1815.0,1820,Karol Jelski,1,Eastern Europe,0.0
2343,31200,Q6794295,1852.0,1850,Mavro Sachs,4,Eastern Europe,0.0
2344,31204,Q3307083,1814.0,1810,Meste Verdié,12,France,0.0
2345,31267,Q3663490,1848.0,1850,Caterina Bon Brenzoni,17,Italy,0.0
2346,31287,Q9397333,1849.0,1850,Żegota Pauli,21,Eastern Europe,0.0
2347,31299,Q4315903,1815.0,1820,Pierre Destriveaux,7,Low countries,0.0
2348,31304,Q12726692,1874.0,1870,Dimitrie C. Sturdza-Scheianu,2,Eastern Europe,0.0
2349,31353,Q6192323,1852.0,1850,August Vilhelm Strehlenert,3,Nordic countries,0.0
2350,31367,Q3693580,1869.0,1870,Coriolano Biacchi,3,Italy,0.0
2351,31371,Q2959883,1867.0,1870,Charles Mérouvel,17,France,0.0
2352,31375,Q23709828,1852.0,1850,Basilio Armani,10,Italy,0.0
2353,31394,Q101051508,1837.0,1840,Joseph Weninger,3,Eastern Europe,0.0
2354,31407,Q98908104,1852.0,1850,Wilhelm Schmidt,4,Eastern Europe,0.0
2355,31412,Q5728102,1852.0,1850,Henry Schneider,10,United Kingdom,0.0
2356,31418,Q47505910,1837.0,1840,Olof Sundel,2,Nordic countries,0.0
2357,31421,Q4232052,1862.0,1860,Eduard Conus,10,Eastern Europe,0.0
2358,31478,Q5415404,1830.0,1830,Evan Griffiths,12,United Kingdom,24.0
2359,31487,Q129641,1818.0,1820,Philaret Drozdov,41,Eastern Europe,2.0
2360,31489,Q12796845,1870.0,1870,Miroslav Žakelj,2,Eastern Europe,0.0
2361,31505,Q4345747,1862.0,1860,Teresa Parodi,11,Italy,0.0
2362,31507,Q106763450,1846.0,1850,Eduard von Flottwell,8,Eastern Europe,0.0
2363,31528,Q16912800,1861.0,1860,Dmitry Boguslavsky,2,Eastern Europe,0.0
2364,31533,Q333922,1829.0,1830,William Whewell,90,United Kingdom,4.0
2365,31550,Q3806466,1841.0,1840,James Booth,20,United Kingdom,0.0
2366,31577,Q4964507,1807.0,1810,Euphrosyne Löf,2,Nordic countries,0.0
2367,31580,Q95247000,1842.0,1840,Josef Battmann,6,Eastern Europe,0.0
2368,31582,Q95175876,1871.0,1870,Emilian Schulz,4,Eastern Europe,0.0
2369,31597,Q16209229,1856.0,1860,Pierre Gustave Girardon,11,France,0.0
2370,31604,Q18783628,1821.0,1820,Edward Riddle,8,United Kingdom,0.0
2371,31608,Q2517097,1849.0,1850,Henri Guillaume Galeotti,21,Low countries,3.0
2372,31611,Q18632550,1835.0,1840,Victor Hartwall,11,Nordic countries,0.0
2373,31632,Q729465,1838.0,1840,Louis Jéhotte,15,Low countries,2.0
2374,31636,Q55672458,1866.0,1870,Arthur-Richard Rouxelin de Formigny de La Londe,9,France,0.0
2375,31638,Q1707047,1863.0,1860,Joseph Fränkel,2,Eastern Europe,0.0
2376,31643,Q15057949,1853.0,1850,Josef Florian Vogl,9,Eastern Europe,0.0
2377,31654,Q18245828,1868.0,1870,Rosalie Sjöman,15,Nordic countries,0.0
2378,31658,Q19756474,1867.0,1870,Ferdynand Majerski,6,Eastern Europe,0.0
2379,31661,Q15970296,1859.0,1860,Joseph Suchet,13,France,1.0
2380,31712,Q1150254,1811.0,1810,Robert Cocking,6,United Kingdom,0.0
2381,31782,Q15432467,1874.0,1870,Charles Macintosh,1,United Kingdom,0.0
2382,31796,Q643526,1849.0,1850,Pál Vasvári,17,Eastern Europe,0.0
2383,31832,Q52154688,1839.0,1840,Jules Charles Théodore Dubois,7,France,0.0
2384,31834,Q21545880,1835.0,1840,Wilhelm Schirlitz,9,Eastern Europe,0.0
2385,31845,Q3552159,1839.0,1840,Urbain Dortet de Tessan,17,France,0.0
2386,31867,Q48696229,1866.0,1870,Pierre Emonts,5,Low countries,0.0
2387,31871,Q60277521,1873.0,1870,Adolph George Warner van Pallandt,1,Low countries,0.0
2388,31875,Q18508408,1874.0,1870,John Linton Chapman,15,Italy,3.0
2389,31880,Q16839120,1810.0,1810,Maria Brizzi Giorgi,11,Italy,0.0
2390,31893,Q20389502,1841.0,1840,Jules La Beaume,19,France,0.0
2391,31903,Q3131826,1854.0,1850,Henri Pottier,11,France,0.0
2392,31907,Q20064334,1821.0,1820,Giovanni Tognolli,18,Italy,1.0
2393,31925,Q95801264,1847.0,1850,Ferdinand Katholický,4,Eastern Europe,0.0
2394,31951,Q4390764,1807.0,1810,Makar Ivanovich Ratmanov,11,Eastern Europe,0.0
2395,31963,Q4165816,1860.0,1860,Emmanuel Domenech,41,France,3.0
2396,31976,Q41339491,1826.0,1830,Alfred Delorieux,4,France,2.0
2397,31983,Q4718896,1862.0,1860,Alexander Fraser,11,United Kingdom,11.0
2398,31997,Q106253406,1866.0,1870,Marie Euphrosine Loustau,4,France,0.0
2399,32016,Q99668471,1869.0,1870,Arthur Henry Messiter,6,United Kingdom,0.0
2400,32023,Q52131285,1837.0,1840,Charles Gabriel Gauthier,14,France,0.0
2401,32027,Q63107307,1873.0,1870,Mathilde Sallier de La Tour,6,Italy,0.0
2402,32038,Q12299869,1871.0,1870,Ludvig Schrøder,14,Nordic countries,0.0
2403,32040,Q4535540,1846.0,1850,Liudvikas Adomas Jucevičius,15,Eastern Europe,1.0
2404,32066,Q28618957,1869.0,1870,Achille Martelli,8,Italy,0.0
2405,32074,Q4149256,1817.0,1820,Afanasy Grigoriev,8,Eastern Europe,0.0
2406,32085,Q21638140,1814.0,1810,Matilde Meoni Malenchini,12,Italy,1.0
2407,32088,Q16497279,1815.0,1820,David Aspelin,2,Nordic countries,0.0
2408,32115,Q37937840,1843.0,1840,Ferdinand Koska,11,Eastern Europe,0.0
2409,32128,Q5864952,1849.0,1850,Jacob Edvard Gille,14,Nordic countries,0.0
2410,32136,Q321484,1851.0,1850,Philippe Rousseau,36,France,29.0
2411,32141,Q101068123,1874.0,1870,John Cheshire,8,United Kingdom,0.0
2412,32145,Q1685311,1828.0,1830,Jean Alfred Gautier,17,France,0.0
2413,32165,Q3085273,1825.0,1820,François Marcille,10,France,0.0
2414,32172,Q21465106,1842.0,1840,Pierre Paul de Pommayrac,14,France,1.0
2415,32192,Q55282173,1835.0,1840,Marianne Kainz-Holland,13,Eastern Europe,0.0
2416,32207,Q2390104,1867.0,1870,Clemens Diederik Hendrik Schneider,10,Low countries,0.0
2417,32220,Q61633621,1854.0,1850,Henry Owgan,6,United Kingdom,0.0
2418,32240,Q6135538,1864.0,1860,James Harding,2,United Kingdom,0.0
2419,32246,Q12028211,1830.0,1830,Karel František Rafael,14,Eastern Europe,0.0
2420,32249,Q28016979,1845.0,1840,Auguste Chavard,8,France,1.0
2421,32257,Q15830148,1840.0,1840,Jan Křtitel Vlček,6,Eastern Europe,1.0
2422,32264,Q781812,1863.0,1860,Félix Pécaut,20,France,0.0
2423,32270,Q21544005,1869.0,1870,Charles Mercier,4,United Kingdom,0.0
2424,32285,Q5629513,1842.0,1840,Carl Magnus Ekbohrn,16,Nordic countries,2.0
2425,32297,Q4993318,1820.0,1820,Hermann Treschow Gartner,6,Nordic countries,0.0
2426,32306,Q16191262,1853.0,1850,Amadeu Dubois,2,Low countries,0.0
2427,32318,Q55844427,1817.0,1820,Wenzel Gustav Ritter von Kopetz,9,Eastern Europe,0.0
2428,32321,Q60279620,1872.0,1870,Izaak Lorjé,1,Low countries,0.0
2429,32338,Q607998,1835.0,1840,Antony Deschamps,36,France,26.0
2430,32342,Q19851308,1846.0,1850,Vincenzo Luccardi,23,Italy,0.0
2431,32358,Q3375062,1832.0,1830,Per Erik Wallqvist,2,Nordic countries,0.0
2432,32369,Q2062803,1867.0,1870,William Henry James Weale,38,United Kingdom,4.0
2433,32385,Q3186097,1869.0,1870,Josselin Gruvel,5,France,0.0
2434,32398,Q58209309,1866.0,1870,Adrienne Duport,2,France,0.0
2435,32406,Q21289810,1841.0,1840,Samuel David Colkett,20,United Kingdom,5.0
2436,32441,Q4451255,1809.0,1810,Robert Tannahill,23,United Kingdom,2.0
2437,32474,Q21545296,1866.0,1870,Taco Jan Scheltema,9,Low countries,0.0
2438,32478,Q3047965,1873.0,1870,Edmond Prévot,3,France,0.0
2439,32486,Q3366256,1830.0,1830,Just Mathias Thiele,28,Nordic countries,1.0
2440,32508,Q38080427,1857.0,1860,Victor Franck,6,France,0.0
2441,32515,Q12330762,1842.0,1840,Peter Christian Koch,6,Nordic countries,0.0
2442,32527,Q4164151,1872.0,1870,Alexander Dodonov,6,Eastern Europe,0.0
2443,32538,Q2788652,1864.0,1860,Ferdinand Preis,15,Eastern Europe,0.0
2444,32542,Q2926933,1816.0,1820,Bruno Renard,18,Low countries,0.0
2445,32562,Q74621890,1840.0,1840,August Arnold Sebastian,5,Low countries,0.0
